search URL:,https://patents.google.com/?q=%28%28AB%253d%28%22carbon+capture%22%29+OR+AB%253d%28%22carbon+dioxide%2Acapture%22%29+OR+AB%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+AB%253d%28%22CO2+capture%22%29+OR+AB%253d%28%22carbon%2Aseparat%2A%22%29+OR+AB%253d%28%22CO2+separat%2A%22%29+OR+AB%253d%28%22captur%2A+carbon+dioxide%22%29+OR+AB%253d%28%22captur%2A+CO2%22%29+OR+AB%253d%28%22separat%2A+carbon+dioxide%22%29+OR+AB%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+AB%253d%28%22compress%2A+carbon+dioxide%22%29+OR+AB%253d%28%22carbon%2Aabsor%2A%22%29+OR+AB%253d%28%22CO2+absor%2A%22%29+OR+AB%253d%28%22carbon%2Acompress%2A%22%29+OR+AB%253d%28%22CO2+compress%2A%22%29+OR+%28%28AB%253d%28%22solvent+regenerat%2A%22%29+OR+AB%253d%28%22solvent+recover%2A%22%29%29+AND+AB%253d%28%22carbon%22%29%29%29++OR++%28TI%253d%28%22carbon+capture%22%29+OR+TI%253d%28%22carbon+dioxide%2Acapture%22%29+OR+TI%253d%28%22carbon+dioxide%2Atrap%2A%22%29+OR+TI%253d%28%22CO2+capture%22%29+OR+TI%253d%28%22carbon%2Aseparat%2A%22%29+OR+TI%253d%28%22CO2+separat%2A%22%29+OR+TI%253d%28%22captur%2A+carbon+dioxide%22%29+OR+TI%253d%28%22captur%2A+CO2%22%29+OR+TI%253d%28%22separat%2A+carbon+dioxide%22%29+OR+TI%253d%28%22absorb%2A+carbon+dioxide%22%29+OR+TI%253d%28%22compress%2A+carbon+dioxide%22%29+OR+TI%253d%28%22carbon%2Aabsor%2A%22%29+OR+TI%253d%28%22CO2+absor%2A%22%29+OR+TI%253d%28%22carbon%2Acompress%2A%22%29+OR+TI%253d%28%22CO2+compress%2A%22%29+OR+%28%28TI%253d%28%22solvent+regenerat%2A%22%29+OR+TI%253d%28%22solvent+recover%2A%22%29%29+AND+TI%253d%28%22carbon%22%29%29%29%29&before=priority:20160101&after=priority:19800101&status=GRANT&type=PATENT&language=ENGLISH&dups=language&num=100
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-104364000-B,Integration of pressure swing adsorption with a power plant for co2 capture/utilization and n2 production ,埃克森美孚研究工程公司,"N·孙达拉姆, R·古普塔, H·托曼, H·S·卡拉姆, L·K·斯塔彻, F·F·米特里克尔, S·C·维斯顿, S·J·韦格尔",2012-06-14,2013-06-13,2017-02-22,2017-02-22,https://patents.google.com/patent/CN104364000B/en,
EP-3211195-B1,Integrated method of driving a co2 compressor of a co2-capture system using an exhaust turbine of an internal combustion engine on board a mobile source ,Saudi Arabian Oil Company,"Mourad Victor Younes, Esam Zaki Hamad",2012-08-24,2013-08-23,2022-03-09,2022-03-09,https://patents.google.com/patent/EP3211195B1/en,https://patentimages.storage.googleapis.com/c9/92/95/82c21d228a980c/imgf0001.png
US-9222480-B2,Integrated method of driving a CO2 compressor of a CO2-capture system using waste heat from an internal combustion engine on board a mobile source ,Saudi Arabian Oil Company,"Mourad Victor Younes, Esam Zaki Hamad",2012-08-24,2013-08-23,2015-12-29,2015-12-29,https://patents.google.com/patent/US9222480B2/en,https://patentimages.storage.googleapis.com/9f/3b/2b/67a59ced725c76/US09222480-20151229-D00000.png
US-8501105-B2,Separation of carbon dioxide (CO2) from gas mixtures by calcium based reaction separation (CaRS-CO2) process ,The Ohio State University,"Liang-Shih Fan, Himanshu Gupta, Mahesh V. Iyer",2003-02-06,2012-07-20,2013-08-06,2013-08-06,https://patents.google.com/patent/US8501105B2/en,https://patentimages.storage.googleapis.com/33/7d/08/42c9240fc7aae4/US08501105-20130806-D00001.png
US-10220348-B2,Process for CO2 capture using micro-particles comprising biocatalysts ,Co2 Solutions Inc.,"Sylvie Fradette, Julie Gingras, Norman Voyer, Jonathan Carley, Glenn R. Kelly, Olivera Ceperkovic",2009-08-04,2016-09-30,2019-03-05,2019-03-05,https://patents.google.com/patent/US10220348B2/en,https://patentimages.storage.googleapis.com/0d/14/09/3352fe3b121f44/US10220348-20190305-D00000.png
US-10150112-B2,Air collector with functionalized ion exchange membrane for capturing ambient CO2 ,"Carbon Sink, Inc.","Allen B. Wright, Eddy J. Peters",2006-03-08,2016-04-20,2018-12-11,2018-12-11,https://patents.google.com/patent/US10150112B2/en,https://patentimages.storage.googleapis.com/78/fd/f0/4b5dc6b68c04f2/US10150112-20181211-D00000.png
US-10677160-B2,Integration of pressure swing adsorption with a power plant for CO2 capture/utilization and N2 production ,Exxonmobil Research And Engineering Company,"Narasimhan Sundaram, Ramesh Gupta, Hans Thomann, Hugo S. Caram, Loren K. Starcher, Franklin F. Mittricker, Simon C. Weston, Scott J. Weigel",2012-06-14,2016-09-23,2020-06-09,2020-06-09,https://patents.google.com/patent/US10677160B2/en,https://patentimages.storage.googleapis.com/ff/1f/61/583830b14cac22/US10677160-20200609-D00000.png
EP-2888460-B1,Method of driving a co2 compressor of a co2-capture system using waste heat from an internal combustion engine ,Saudi Arabian Oil Company,"Mourad Victor YOUNES, Esam Zaki Hamad",2012-08-24,2013-08-23,2017-04-19,2017-04-19,https://patents.google.com/patent/EP2888460B1/en,https://patentimages.storage.googleapis.com/87/14/f6/b5d9acfdf25d3a/imgf0001.png
US-8500867-B2,"CO2 absorption from gas mixtures using an aqueous solution of 4-amino-2,2,6,6-tetramethylpiperidine ",Evonik Degussa Gmbh,"Matthias Seiler, Jörn Rolker, Rolf Schneider, Bernd Glöckler, Axel Kobus, Wolfgang Benesch, Thomas Riethmann, Hermann Winkler, Jens Reich, Helmut Brüggemann",2009-02-02,2012-08-19,2013-08-06,2013-08-06,https://patents.google.com/patent/US8500867B2/en,
US-9205372-B2,Air collector with functionalized ion exchange membrane for capturing ambient CO2 ,"Carbon Sink, Inc.","Allen B. Wright, Eddy J. Peters",2006-03-08,2012-07-17,2015-12-08,2015-12-08,https://patents.google.com/patent/US9205372B2/en,https://patentimages.storage.googleapis.com/eb/8e/01/48f45b5f6e516c/US09205372-20151208-D00000.png
US-9339752-B2,Configurations and methods of Co2 capture from flue gas by cryogenic desublimation ,Fluor Technologies Corporation,"Satish Reddy, Joseph Yonkoski, Paul Mathias",2012-07-11,2013-07-11,2016-05-17,2016-05-17,https://patents.google.com/patent/US9339752B2/en,https://patentimages.storage.googleapis.com/db/c6/7b/08381d005f5c79/US09339752-20160517-D00000.png
US-9085785-B2,Use of oxyhydrogen microorganisms for non-photosynthetic carbon capture and conversion of inorganic and/or C1 carbon sources into useful organic compounds ,"Kiverdi, Inc.","John S. Reed, lisa Dyson",2008-11-06,2013-09-20,2015-07-21,2015-07-21,https://patents.google.com/patent/US9085785B2/en,https://patentimages.storage.googleapis.com/dd/09/25/dd5b139d105b5d/US09085785-20150721-D00000.png
US-8536390-B2,Profitable method for carbon capture and storage ,"Syntroleum Corporation, A Delaware Corporation",Ramin Abhari,2010-03-18,2013-01-24,2013-09-17,2013-09-17,https://patents.google.com/patent/US8536390B2/en,https://patentimages.storage.googleapis.com/14/22/13/fe396b5dc7850d/US08536390-20130917-D00001.png
US-9028592-B2,System and method for carbon dioxide capture and sequestration from relatively high concentration CO2 mixtures ,Peter Eisenberger,Peter Eisenberger,2010-04-30,2013-05-02,2015-05-12,2015-05-12,https://patents.google.com/patent/US9028592B2/en,https://patentimages.storage.googleapis.com/d0/e0/6b/002c7f3d909b98/US09028592-20150512-D00000.png
US-9539540-B2,Rotary moving bed for CO2 separation and use of same ,"Exxonmobil Research And Engineering Company, Tda Research, Inc.","Jeannine Elizabeth Elliott, Robert James Copeland, Patrick P. McCall",2013-07-08,2014-07-08,2017-01-10,2017-01-10,https://patents.google.com/patent/US9539540B2/en,https://patentimages.storage.googleapis.com/9a/d6/69/a4c2622a128dc1/US09539540-20170110-D00000.png
RU-2658406-C2,Integration of pressure swing adsorption with power plant for co2 capture/utilisation and n2 production ,ЭкссонМобил Рисерч энд Энджиниринг Компани,"Нарасимхан Сундарам, Рамеш Гупта, Ханс ТОМАНН, Хьюго С. КАРАМ, Лорен К. Старчер, Франклин Ф. Миттрикер, Саймон Кристофер УЭСТОН, Скотт Дж. ВЕЙГЕЛ",2012-06-14,2013-06-13,2018-06-21,2018-06-21,https://patents.google.com/patent/RU2658406C2/en,https://patentimages.storage.googleapis.com/80/f0/e7/1e6a08932fd3d0/00000004.png
JP-6209212-B2,Integration of pressure swing adsorption by power plants for CO2 capture / utilization and N2 production ,"エクソンモービル リサーチ アンド エンジニアリング カンパニーＥｘｘｏｎ Ｒｅｓｅａｒｃｈ Ａｎｄ Ｅｎｇｉｎｅｅｒｉｎｇ Ｃｏｍｐａｎｙ, エクソンモービル  リサーチ  アンド  エンジニアリング  カンパニー","ナラシムハン・サンダラム, ラメシュ・グプタ, ハンス・トーマン, ヒューゴ・エス・カラム, ローレン・ケイ・スターチャー, フランクリン・エフ・ミトリッカー, サイモン・クリストファー・ウエストン, スコット・ジェイ・ウェイゲル",2012-06-14,2013-06-13,2017-10-04,2017-10-04,https://patents.google.com/patent/JP6209212B2/en,
CA-2876195-C,Integration of pressure swing adsorption with a power plant for co2 capture/utilization and n2 production ,"Narasimhan Sundaram, Ramesh Gupta, Hans Thomann, Hugo S. Caram, Loren K. Starcher, Franklin F. Mittricker, Simon Christopher Weston, Scott J. Weigel, Exxonmobil Research And Engineering Company","Narasimhan Sundaram, Ramesh Gupta, Hans Thomann, Hugo S. Caram, Loren K. Starcher, Franklin F. Mittricker, Simon Christopher Weston, Scott J. Weigel",2012-06-14,2013-06-13,2019-06-11,2019-06-11,https://patents.google.com/patent/CA2876195C/en,
AU-2013274159-B2,Integration of pressure swing adsorption with a power plant for CO2 capture/utilization and N2 production ,Exxonmobil Research And Engineering Company,"Hugo S. Caram, Ramesh Gupta, Franklin F. Mittricker, Loren K. Starcher, Narasimhan Sundaram, Hans Thomann, Scott J. Weigel, Simon Christopher Weston",2012-06-14,2013-06-13,2016-04-28,2016-04-28,https://patents.google.com/patent/AU2013274159B2/en,
US-9476356-B2,Integration of pressure swing adsorption with a power plant for CO2 capture/utilization and N2 production ,Exxonmobil Research And Engineering Company,"Narasimhan Sundaram, Ramesh Gupta, Hans Thomann, Hugo S. Caram, Loren K. Starcher, Franklin F. Mittricker, Simon C. Weston, Scott J. Weigel",2012-06-14,2013-06-13,2016-10-25,2016-10-25,https://patents.google.com/patent/US9476356B2/en,https://patentimages.storage.googleapis.com/4a/95/49/256b13d238ed9e/US09476356-20161025-D00000.png
EP-2861325-B1,Integration of pressure swing adsorption with a power plant for co2 capture/utilization and n2 production ,ExxonMobil Research and Engineering Company,"Narasimhan Sundaram, Ramesh Gupta, Hans Thomann, Hugo S. CARAM, Loren K. Starcher, Franklin F. Mittricker, Simon Christopher Weston, Scott J. WEIGEL",2012-06-14,2013-06-13,2018-12-05,2018-12-05,https://patents.google.com/patent/EP2861325B1/en,https://patentimages.storage.googleapis.com/07/81/c6/2807db201007fb/imgf0001.png
US-8246723-B2,Air collector with functionalized ion exchange membrane for capturing ambient CO2 ,"Kilimanjaro Energy, Inc.","Allen B. Wright, Eddy J. Peters",2006-03-08,2011-05-06,2012-08-21,2012-08-21,https://patents.google.com/patent/US8246723B2/en,https://patentimages.storage.googleapis.com/57/f8/29/7c5635c7e63dd4/US08246723-20120821-D00000.png
US-9283512-B2,Adsorbent having utility for CO2 capture from gas mixtures ,"Entegris, Inc.","J. Donald Carruthers, Melissa A. Petruska, Shaun M. Wilson, Edward A. Sturm",2013-04-05,2015-08-24,2016-03-15,2016-03-15,https://patents.google.com/patent/US9283512B2/en,https://patentimages.storage.googleapis.com/c1/b9/bf/7e7949e52f3f93/US09283512-20160315-D00000.png
US-11534712-B2,Metal organic framework absorbent platforms for removal of CO2 and H2S from natural gas ,"King Abdullah University Of Science And Technology, Saudi Arabian Oil Company","Mohamed Eddaoudi, Amandine CADIAU, Prashant M. Bhatt, Karim ADIL, Youssef BELMABKHOUT",2015-04-07,2020-12-02,2022-12-27,2022-12-27,https://patents.google.com/patent/US11534712B2/en,https://patentimages.storage.googleapis.com/a5/ce/37/a710f3e7f75174/US11534712-20221227-D00000.png
CN-108439338-B,Integrated carbon capture and chemical production using fuel cells ,埃克森美孚研究工程公司,"P·J·贝洛维茨, T·A·巴尔克霍尔兹, F·赫什科维茨",2013-03-15,2014-03-13,2020-01-14,2020-01-14,https://patents.google.com/patent/CN108439338B/en,https://patentimages.storage.googleapis.com/36/0e/d9/fcd37431a2b006/HDA0001594047260000011.png
JP-5788950-B2,Improved carbon capture in fermentation ,ランザテク・ニュージーランド・リミテッド,オークリー，サイモン・デーヴィッド,2009-04-29,2013-11-12,2015-10-07,2015-10-07,https://patents.google.com/patent/JP5788950B2/en,
US-10563554-B2,On-board CO2 capture and storage with metal organic framework ,King Abdullah University Of Science And Technology,"Mohamed Eddaoudi, Youssef BELMABKHOUT, Osama Shekhah",2014-09-11,2019-07-10,2020-02-18,2020-02-18,https://patents.google.com/patent/US10563554B2/en,https://patentimages.storage.googleapis.com/f0/e6/59/13d4108e21b03b/US10563554-20200218-D00000.png
US-9044709-B2,"Process for biocatalytic CO2 capture using dimethylmonoethanolamine, diethylmonoethanolamine or dimethylglycine ",Co2 Solutions Inc.,"Sylvie Fradette, Julie Gingras, Jonathan Carley, Glenn R. Kelly, Olivera Ceperkovic, Geert F. Versteeg",2009-08-04,2013-12-13,2015-06-02,2015-06-02,https://patents.google.com/patent/US9044709B2/en,https://patentimages.storage.googleapis.com/ab/ab/59/292004b6e1a69d/US09044709-20150602-D00001.png
JP-6679720-B2,System for capturing CO2 from fuel cells ,"フュエルセル エナジー， インコーポレイテッドＦｕｅｌｃｅｌｌ Ｅｎｅｒｇｙ， Ｉｎｃ．, フュエルセル  エナジー，  インコーポレイテッド","フレッド シー． ジャーンク，, フレッド  シー． ジャーンク，",2015-11-16,2016-11-15,2020-04-15,2020-04-15,https://patents.google.com/patent/JP6679720B2/en,https://patentimages.storage.googleapis.com/70/44/9c/de819fe865cc03/0006679720-2.png
US-11850570-B2,Supported poly(allyl)amine and derivatives for CO2 capture from flue gas or ultra-dilute gas streams such as ambient air or admixtures thereof ,Georgia Tech Research Corporation,"Ratayakorn Khunsupat, Christopher W. Jones, Sumit Bali",2012-10-25,2021-07-12,2023-12-26,2023-12-26,https://patents.google.com/patent/US11850570B2/en,https://patentimages.storage.googleapis.com/20/12/74/4d8aacc3f7b08b/US11850570-20231226-D00000.png
US-9616375-B2,Capture of carbon dioxide (CO2) from air ,"Carbon Sink, Inc.","Allen B. Wright, Klaus S. Lackner, Ed Leon-Guerrero, Ursula Ginster, Tymothy Catterson, Karl Madison, Ryuhei Ishikawa, George W. Grimm, Mark Malcomson, Ping Liu",2007-04-17,2014-01-24,2017-04-11,2017-04-11,https://patents.google.com/patent/US9616375B2/en,https://patentimages.storage.googleapis.com/95/e2/5c/71bd2430c5cab3/US09616375-20170411-D00000.png
EP-2952244-B1,Carbon capture system and method for capturing carbon dioxide ,General Electric Technology GmbH,"Michael Charles Balfe, Olaf Stallmann, Christoph Weingärtner",2014-06-02,2014-06-02,2018-08-22,2018-08-22,https://patents.google.com/patent/EP2952244B1/en,https://patentimages.storage.googleapis.com/1d/c4/24/bd72394b361315/imgf0001.png
US-10570793-B2,Systems and methods for carbon dioxide capture and power generation in low emission turbine systems ,Exxonmobil Upstream Research Company,"Franklin F. Mittricker, Sulabh K. Dhanuka, Richard A. Huntington, O. Angus Sites, Dennis M. O'Dea, Russell H. Oelfke",2011-03-22,2016-11-15,2020-02-25,2020-02-25,https://patents.google.com/patent/US10570793B2/en,https://patentimages.storage.googleapis.com/be/a9/3f/f0f399bfc587a9/US10570793-20200225-D00000.png
US-9480949-B2,Process for desorbing CO2 capture from ion-rich mixture with micro-particles comprising biocatalysts ,Co2 Solutions Inc.,"Sylvie Fradette, Julie Gingras, Norman Voyer, Jonathan Carley, Glenn R. Kelly, Olivera Ceperkovic",2009-08-04,2014-08-13,2016-11-01,2016-11-01,https://patents.google.com/patent/US9480949B2/en,https://patentimages.storage.googleapis.com/0a/74/2f/dc2f0ca05a16f9/US09480949-20161101-D00000.png
AU-2014235196-B2,Integrated power generation and carbon capture using fuel cells ,Exxonmobil Research & Engineering Company,"Timothy Andrew BARCKHOLTZ, Paul J. Berlowitz, Frank Hershkowitz",2013-03-15,2014-03-13,2018-07-12,2018-07-12,https://patents.google.com/patent/AU2014235196B2/en,
ES-2902374-T3,Use of an organic-aqueous mixture for the capture and release of CO2 ,C Capture Ltd,"Christopher Mark Rayner, Douglas Cahalane Barnes, Gergely Jakab, Caspar Schoolderman",2013-12-19,2014-12-19,2022-03-28,2022-03-28,https://patents.google.com/patent/ES2902374T3/en,
US-11512402-B2,"High pressure process for CO2 capture, utilization for heat recovery, power cycle, super-efficient hydrogen based fossil power generation and conversion of liquid CO2 with water to syngas and oxygen ",Faramarz Bairamijamal,Faramarz Bairamijamal,2013-02-21,2014-02-19,2022-11-29,2022-11-29,https://patents.google.com/patent/US11512402B2/en,https://patentimages.storage.googleapis.com/b0/d6/42/938f2a6ab45e31/US11512402-20221129-D00000.png
KR-102230639-B1,Integrated power generation and carbon capture using fuel cells ,엑손모빌 리서치 앤드 엔지니어링 컴퍼니,"폴 제이 베를로비츠, 티모시 앤드류 바크홀츠, 프랭크 허쉬코비츠, 알레산드로 팔디",2013-03-15,2014-03-13,2021-03-22,2021-03-22,https://patents.google.com/patent/KR102230639B1/en,https://patentimages.storage.googleapis.com/51/2f/fe/9976755bd6fc51/112015092818749-pct00002.png
JP-6604937-B2,Integrated power generation and carbon capture using fuel cells ,エクソンモービル  リサーチ  アンド  エンジニアリング  カンパニー,"ポール・ジェイ・バーロウィッツ, ティモシー・アンドリュー・バークホルツ, フランク・ハーシュコウィッツ",2013-03-15,2014-03-13,2019-11-13,2019-11-13,https://patents.google.com/patent/JP6604937B2/en,https://patentimages.storage.googleapis.com/92/fe/bf/f51c2bf0064e9f/0006604937-4.png
AU-2016225865-B2,Process for CO2 capture using micro-particles comprising biocatalysts ,Saipem S.P.A.,"Jonathan Carley, Olivera Ceperkovic, Sylvie Fradette, Julie Gingras, Glenn R. Kelly, Normand Voyer",2009-08-04,2016-09-08,2018-02-22,2018-02-22,https://patents.google.com/patent/AU2016225865B2/en,
EP-3310455-B1,Integrated process for co2 capture from internal combustion engines of mobile sources and use in thermal power production cycle ,Saudi Arabian Oil Company,"Mourad Victor YOUNES, Wajdi Issam AL-SADAT, Esam Zaki Hamad",2015-06-19,2016-06-09,2020-03-25,2020-03-25,https://patents.google.com/patent/EP3310455B1/en,https://patentimages.storage.googleapis.com/0c/dd/47/25dc06b5436aff/imgf0001.png
KR-102311531-B1,Integrated process for CO2 capture from internal combustion engines of mobile pollutants and use in thermal power production cycles ,사우디 아라비안 오일 컴퍼니,"마우라드 빅터 유네스, 와즈디 이삼 알-사다트, 이삼 자키 하마드",2015-06-19,2016-06-09,2021-10-12,2021-10-12,https://patents.google.com/patent/KR102311531B1/en,https://patentimages.storage.googleapis.com/36/18/9e/7cf01a8c647e62/112018006704819-pct00002.png
JP-6763889-B2,"Integrated process for CO2 capture from internal combustion engines of mobile sources, and use in combined cycle ","サウジ アラビアン オイル カンパニーＳａｕｄｉ Ａｒａｂｉａｎ Ｏｉｌ Ｃｏｍｐａｎｙ, サウジ  アラビアン  オイル  カンパニー","ムラト・ヴィクター・ユーネス, ワジディ・イッサム・アル−サダト, エサム・ザキ・ハマド",2015-06-19,2016-06-09,2020-09-30,2020-09-30,https://patents.google.com/patent/JP6763889B2/en,
US-10865346-B2,Synthetic fuels and chemicals production with in-situ CO2 capture ,Ohio State Innovation Foundation,"Liang-Shih Fan, Fanxing Li, Liang Zeng",2009-09-08,2018-12-11,2020-12-15,2020-12-15,https://patents.google.com/patent/US10865346B2/en,https://patentimages.storage.googleapis.com/6e/9e/66/f87e889222acc8/US10865346-20201215-D00000.png
US-10065134-B2,"Integrated leukocyte, oxygen and/or CO2 depletion, and plasma separation filter device ","New Health Sciences, Inc.","Tatsuro Yoshida, Paul J. Vernucci",2010-05-05,2016-11-29,2018-09-04,2018-09-04,https://patents.google.com/patent/US10065134B2/en,https://patentimages.storage.googleapis.com/fd/99/27/3e61a7475ec5f1/US10065134-20180904-D00000.png
AU-2016253545-B2,"Integrated leukocyte, oxygen and/or co2 depletion, and plasma separation filter device ",Hemanext Inc.,"Paul Vernucci, Tatsuro Yoshida",2011-08-10,2016-10-31,2018-07-05,2018-07-05,https://patents.google.com/patent/AU2016253545B2/en,
JP-6312793-B2,Integrated power generation and carbon capture using fuel cells ,"エクソンモービル リサーチ アンド エンジニアリング カンパニーＥｘｘｏｎ Ｒｅｓｅａｒｃｈ Ａｎｄ Ｅｎｇｉｎｅｅｒｉｎｇ Ｃｏｍｐａｎｙ, エクソンモービル  リサーチ  アンド  エンジニアリング  カンパニー","ポール・ジェイ・バーロウィッツ, ティモシー・アンドリュー・バークホルツ, フランク・ハーシュコウィッツ",2013-03-15,2014-03-13,2018-04-18,2018-04-18,https://patents.google.com/patent/JP6312793B2/en,https://patentimages.storage.googleapis.com/73/48/67/e11519afebb2a4/0006312793-4.png
KR-102170019-B1,Integrated power generation and carbon capture using fuel cells ,엑손모빌 리서치 앤드 엔지니어링 컴퍼니,"폴 제이 벌로위츠, 티모시 앤드류 바크홀츠, 프랭크 허쉬코위츠",2013-03-15,2014-03-13,2020-10-26,2020-10-26,https://patents.google.com/patent/KR102170019B1/en,https://patentimages.storage.googleapis.com/f5/e2/22/2fbb0589161d80/112015095040761-pct00002.png
KR-102287444-B1,Integrated power generation and carbon capture using fuel cells ,엑손모빌 리서치 앤드 엔지니어링 컴퍼니,"폴 제이 벌로위츠, 티모시 앤드류 발크홀츠, 프랭크 허쉬코위츠",2013-03-15,2014-03-13,2021-08-10,2021-08-10,https://patents.google.com/patent/KR102287444B1/en,https://patentimages.storage.googleapis.com/2c/90/4f/caf12b12763d5c/112015098461828-pct00002.png
KR-102248348-B1,Integrated carbon capture and chemical production using fuel cells ,엑손모빌 리서치 앤드 엔지니어링 컴퍼니,"폴 제이 벌로위츠, 티모시 앤드류 바크홀츠, 프랭크 허쉬코위츠",2013-03-15,2014-03-13,2021-05-06,2021-05-06,https://patents.google.com/patent/KR102248348B1/en,https://patentimages.storage.googleapis.com/d8/85/82/a62f1a6286b00e/112015099226019-pct00002.png
